EventID,Evaluation Status,Origin Date,Origin Time,Magnitude,Moment Magnitude,Latitude (WGS84),Latitude Error (km),Longitude (WGS84),Longitude Error (km),Depth of Hypocenter (Km.  Rel to MSL),Depth of Hypocenter (Km. Rel to Ground Surface),Depth Uncertainty (Km. Corresponds to 1st dev),RMS,UsedPhaseCount,UsedStationCount,Author,EventType,LocationName,Nodal Plane 1 - Strike,Nodal Plane 1 - Dip,Nodal Plane 1 - Rake,Nodal Plane 2 - Strike,Nodal Plane 2 - Dip,Nodal Plane 2 - Rake,Focal Mechanism Method ID,Focal Mechanism - Azimuthal Gap,Focal Mechanism - Misfit,Maximum Station Distance (km),Last Updated
texnet2021awse,final,2021-01-13,10:10:20,1.5,,28.8730,0.6,-98.0932,0.6,2.1,2.3,1.7,0.3,21,15,TXNet,earthquake,Southern Texas,,,,,,,,,,39.8334176636445,2021-01-13 21:24:38
texnet2021aezu,final,2021-01-03,17:34:51,2.9,,28.8831,0.6,-98.1025,0.6,2.6,2.8,2.2,0.2,27,26,TXNet,earthquake,Southern Texas,,,,,,,,,,98.90979924879899,2021-01-07 19:27:27
texnet2021acsu,final,2021-01-02,11:45:29,2.1,,28.8840,0.7,-98.1056,0.7,2.5,2.6,1.7,0.2,21,19,TXNet,earthquake,Southern Texas,,,,,,,,,,43.1941973602545,2021-02-10 21:08:22
texnet2021abbz,preliminary,2021-01-01,14:08:12,1.9,,28.8803,1.5,-98.1118,0.9,5.4,5.5,3.2,0.2,12,9,TXNet,earthquake,Southern Texas,,,,,,,,,,29.98345042665,2021-01-14 22:55:56
texnet2021aaym,final,2021-01-01,12:21:50,2.8,,28.8840,0.8,-98.0890,0.8,6.1,6.2,1.9,0.2,14,13,TXNet,earthquake,Southern Texas,,,,,,,,,,28.80606884085,2021-01-04 17:14:42
texnet2021aart,final,2021-01-01,08:57:43,2.0,,28.8840,0.9,-98.1077,1.3,3.6,3.7,2.8,0.2,14,14,TXNet,earthquake,Southern Texas,,,,,,,,,,35.125033281975,2021-01-07 21:31:53
texnet2020zshl,final,2020-12-31,18:36:23,2.2,,28.8821,0.7,-98.1014,0.8,2.5,2.6,2.1,0.2,19,18,TXNet,earthquake,Southern Texas,,,,,,,,,,41.273178296175,2021-01-04 21:42:06
texnet2020yvlg,final,2020-12-19,06:24:22,1.4,,29.0341,1.5,-97.8740,1.6,0.7,0.8,2.6,0.2,12,11,TXNet,earthquake,Central Texas,,,,,,,,,,20.899841831694,2020-12-22 22:15:13
texnet2020ygpd,final,2020-12-11,03:19:40,1.7,,29.0543,0.9,-97.8285,1.1,4.0,4.1,2.4,0.2,12,11,TXNet,earthquake,Central Texas,,,,,,,,,,22.4561912890455,2020-12-13 16:27:23
texnet2020yftv,final,2020-12-10,16:34:08,2.0,,29.0964,1.2,-97.8388,1.1,2.3,2.4,2.3,0.3,17,14,TXNet,earthquake,Central Texas,,,,,,,,,,45.15423128054999,2020-12-11 15:38:54
texnet2020vufn,final,2020-11-05,21:45:16,2.7,,29.0891,1.0,-97.7871,0.9,2.4,2.5,1.4,0.3,27,21,TXNet,earthquake,Central Texas,,,,,,,,,,70.685082241893,2020-11-05 21:59:42
texnet2020vtvk,final,2020-11-05,16:39:10,2.7,,29.0909,0.8,-97.7830,0.8,2.5,2.6,1.6,0.3,26,23,TXNet,earthquake,Central Texas,,,,,,,,,,62.187016720657496,2020-11-05 17:02:32
texnet2020toco,preliminary,2020-10-05,02:23:04,1.7,,28.9865,1.8,-97.9133,1.3,2.2,2.3,1.3,0.3,11,11,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,13.053477073328999,2020-10-05 18:36:49
texnet2020srmy,final,2020-09-22,17:29:25,1.9,,28.9169,1.2,-98.1345,1.5,3.4,3.5,3.3,0.2,10,10,TXNet,earthquake,Southern Texas,,,,,,,,,,32.521006702925995,2020-09-22 21:35:00
texnet2020spua,final,2020-09-21,18:48:22,1.8,,29.1312,0.8,-97.6920,0.7,5.0,5.1,3.7,0.2,14,13,TXNet,earthquake,Central Texas,,,,,,,,,,31.4668702859175,2020-09-22 21:42:41
texnet2020sfri,final,2020-09-16,06:04:10,2.4,,29.0488,1.2,-97.8636,0.9,3.2,3.3,1.8,0.3,18,15,TXNet,earthquake,Central Texas,,,,,,,,,,33.7636866295575,2020-09-16 19:10:44
texnet2020rvff,final,2020-09-10,12:36:32,2.2,,28.9151,1.0,-98.1056,0.8,2.5,2.6,2.3,0.3,19,15,TXNet,earthquake,Southern Texas,,,,,,,,,,44.281005659257495,2020-09-11 16:59:38
texnet2020ruvw,final,2020-09-10,07:52:27,2.3,,28.9316,0.6,-98.0932,0.5,2.5,2.6,1.9,0.1,17,14,TXNet,earthquake,Southern Texas,,,,,,,,,,34.104483948528,2020-09-11 15:52:37
texnet2020rokv,final,2020-09-06,19:29:15,1.8,,28.9114,1.1,-98.1097,1.4,8.3,8.5,4.5,0.3,13,11,TXNet,earthquake,Southern Texas,,,,,,,,,,30.430772533381496,2020-09-10 16:35:33
texnet2020rmfe,final,2020-09-05,14:21:46,2.1,,28.9151,1.2,-98.0684,0.9,7.4,7.5,2.2,0.3,15,12,TXNet,earthquake,Southern Texas,,,,,,,,,,37.5000677357355,2020-09-10 15:24:47
texnet2020rluf,final,2020-09-05,08:48:49,3.1,,28.9316,0.9,-98.1118,0.8,2.5,2.6,1.8,0.3,30,28,TXNet,earthquake,Southern Texas,,,,,,,,,,62.850978778266004,2020-09-08 15:04:29
texnet2020rlij,final,2020-09-05,02:50:08,2.7,,28.9270,0.9,-98.1025,0.7,6.9,7.1,2.9,0.2,21,20,TXNet,earthquake,Southern Texas,,,,,,,,,,43.766613841986,2020-09-08 15:34:11
texnet2020rlgi,final,2020-09-05,01:48:00,2.8,,28.9243,0.9,-98.1097,0.8,2.5,2.6,1.8,0.3,25,23,TXNet,earthquake,Southern Texas,,,,,,,,,,45.70136037359549,2020-09-08 15:26:33
texnet2020rlfp,final,2020-09-05,01:25:34,1.9,,28.9243,1.1,-98.1014,1.0,2.5,2.6,2.2,0.2,12,12,TXNet,earthquake,Southern Texas,,,,,,,,,,35.3656104584895,2020-09-08 18:14:20
texnet2020rkkr,final,2020-09-04,14:50:58,1.8,,28.9426,1.1,-98.0787,1.2,2.5,2.6,3.5,0.3,17,11,TXNet,earthquake,Southern Texas,,,,,,,,,,35.879299478883,2020-09-10 22:07:24
texnet2020rjgi,final,2020-09-03,23:31:29,2.0,,28.9224,0.9,-98.0890,0.8,3.8,4.0,2.0,0.3,21,16,TXNet,earthquake,Southern Texas,,,,,,,,,,63.085246439134494,2020-09-11 23:04:43
texnet2020riqs,final,2020-09-03,15:37:51,2.2,,28.9224,1.1,-98.1056,0.9,4.8,4.9,3.1,0.2,13,11,TXNet,earthquake,Southern Texas,,,,,,,,,,36.8941181000175,2020-09-03 16:58:17
texnet2020rgxl,final,2020-09-02,16:45:58,1.8,,28.9059,1.7,-98.0787,1.0,3.0,3.1,4.2,0.2,10,8,TXNet,earthquake,Southern Texas,,,,,,,,,,19.673834372167498,2020-09-03 18:11:58
texnet2020rgnv,final,2020-09-02,11:54:48,1.9,,28.9023,1.4,-98.0849,0.9,2.8,2.9,3.1,0.2,13,10,TXNet,earthquake,Southern Texas,,,,,,,,,,26.7054209482095,2020-09-02 17:49:25
texnet2020rgcn,final,2020-09-02,06:11:28,2.1,,28.9297,0.9,-98.0952,0.9,1.8,1.9,2.1,0.3,21,18,TXNet,earthquake,Southern Texas,,,,,,,,,,46.576101404826,2020-09-02 17:37:15
texnet2020rgbg,final,2020-09-02,05:33:49,2.0,,28.9215,0.9,-98.0963,0.9,2.5,2.6,2.3,0.2,13,12,TXNet,earthquake,Southern Texas,,,,,,,,,,43.796179191429,2020-09-02 18:45:03
texnet2020rcjk,final,2020-08-31,05:07:53,2.1,,28.9536,0.8,-98.0063,0.8,2.1,2.2,1.7,0.2,15,15,TXNet,earthquake,Southern Texas,,,,,,,,,,22.627394705664,2020-09-02 20:55:16
texnet2020qsbs,final,2020-08-25,13:53:41,2.5,,28.9151,0.9,-98.1139,0.9,2.8,2.9,2.0,0.3,26,20,TXNet,earthquake,Southern Texas,,,,,,,,,,45.48890148815249,2020-08-25 16:00:35
texnet2020qprr,final,2020-08-24,06:32:31,1.9,,28.9261,0.8,-98.0911,0.7,1.0,1.1,2.1,0.3,27,17,TXNet,earthquake,Southern Texas,,,,,,,,,,43.0804324881315,2020-08-24 23:34:58
texnet2020qpkz,final,2020-08-24,03:09:17,2.0,,28.9288,1.0,-98.0963,1.0,2.2,2.3,2.5,0.3,21,16,TXNet,earthquake,Southern Texas,,,,,,,,,,36.748126059182994,2020-08-24 23:04:05
texnet2020qolx,final,2020-08-23,14:29:00,2.1,,28.8950,0.8,-98.0808,1.0,1.6,1.7,2.3,0.3,19,14,TXNet,earthquake,Southern Texas,,,,,,,,,,34.9650420575085,2020-08-24 22:36:49
texnet2020qokw,final,2020-08-23,13:58:06,1.9,,28.9169,1.3,-98.0911,0.8,1.3,1.5,2.1,0.3,21,16,TXNet,earthquake,Southern Texas,,,,,,,,,,43.833622617665995,2020-08-24 23:51:17
texnet2020qmsn,final,2020-08-22,15:33:06,1.7,,28.9279,0.9,-98.1097,1.0,6.4,6.5,3.3,0.3,19,13,TXNet,earthquake,Southern Texas,,,,,,,,,,37.607716026657,2020-08-25 00:20:17
texnet2020qmqa,final,2020-08-22,14:18:46,2.7,,28.9206,1.0,-98.0766,0.9,3.2,3.3,1.9,0.3,31,25,TXNet,earthquake,Southern Texas,,,,,,,,,,47.1383382734145,2020-08-24 15:34:08
texnet2020qmpe,final,2020-08-22,13:51:54,2.3,,28.9279,1.2,-98.1139,1.0,1.0,1.1,2.4,0.3,19,15,TXNet,earthquake,Southern Texas,,,,,,,,,,34.0472671713405,2020-08-24 21:37:17
texnet2020qmju,final,2020-08-22,11:09:00,2.1,,28.9059,0.6,-98.0890,0.6,3.5,3.7,2.3,0.3,35,19,TXNet,earthquake,Southern Texas,,,,,,,,,,64.430523034479,2020-08-24 22:17:09
texnet2020qfth,final,2020-08-18,19:59:27,2.0,,28.9316,1.2,-98.1221,1.5,8.9,9.0,4.1,0.3,13,11,TXNet,earthquake,Southern Texas,,,,,,,,,,33.305326206295504,2020-08-19 19:39:29
texnet2020qfkv,final,2020-08-18,15:43:46,2.5,,28.9224,0.9,-98.0973,0.7,2.9,3.0,2.0,0.3,21,19,TXNet,earthquake,Southern Texas,,,,,,,,,,41.734169837766,2020-08-18 16:13:19
texnet2020qfhj,final,2020-08-18,13:58:46,2.0,,28.9224,0.7,-98.1056,0.9,2.0,2.1,2.0,0.2,17,17,TXNet,earthquake,Southern Texas,,,,,,,,,,35.190131238297,2020-08-18 18:43:51
texnet2020qfhh,final,2020-08-18,13:55:42,2.8,,28.9188,0.8,-98.0994,0.7,2.5,2.6,1.9,0.3,26,22,TXNet,earthquake,Southern Texas,,,,,,,,,,44.2256400008325,2020-08-18 15:41:33
texnet2020qdqv,final,2020-08-17,16:28:54,1.9,,28.9279,1.0,-98.1242,1.1,6.6,6.7,2.7,0.3,15,15,TXNet,earthquake,Southern Texas,,,,,,,,,,31.8236445806265,2020-08-18 19:19:28
texnet2020qdmy,final,2020-08-17,14:31:22,2.1,,28.9389,0.8,-98.1159,1.0,9.0,9.2,3.7,0.2,13,12,TXNet,earthquake,Southern Texas,,,,,,,,,,31.3837191319365,2020-08-18 18:20:43
texnet2020ptvl,final,2020-08-12,07:27:43,1.9,,29.0396,1.0,-97.8905,0.8,2.6,2.7,1.6,0.3,16,13,TXNet,earthquake,Central Texas,,,,,,,,,,37.3343701061835,2020-08-12 21:59:14
texnet2020psxs,final,2020-08-11,19:27:49,1.9,,29.0167,0.9,-97.8895,1.4,7.9,8.0,3.0,0.2,14,11,TXNet,earthquake,Central Texas,,,,,,,,,,29.1080364655185,2020-08-12 21:07:44
texnet2020nmde,final,2020-07-10,15:12:25,2.0,,29.0396,0.9,-97.8843,1.0,7.1,7.2,2.5,0.3,22,15,TXNet,earthquake,Central Texas,,,,,,,,,,49.2280214606145,2020-07-10 15:48:13
texnet2020jbts,final,2020-05-09,00:54:34,2.3,,29.0259,1.2,-97.8833,1.2,2.9,3.0,1.9,0.3,23,20,TXNet,earthquake,Central Texas,,,,,,,,,,42.3696764944215,2020-05-11 19:51:00
texnet2020iomm,final,2020-05-01,18:29:23,1.8,,29.1522,0.8,-97.6992,0.6,3.2,3.3,2.6,0.1,12,11,TXNet,earthquake,Central Texas,,,,,,,,,,27.77778151407,2020-05-01 19:10:46
texnet2020htpx,final,2020-04-20,08:21:46,2.1,,29.0543,0.8,-97.8512,0.7,2.6,2.7,1.7,0.3,20,18,TXNet,earthquake,Central Texas,,,,,,,,,,40.203048980304,2020-04-20 22:19:25
texnet2020hsow,preliminary,2020-04-19,18:42:09,1.5,,29.0488,1.0,-97.8554,0.8,1.8,1.9,1.7,0.3,14,13,TXNet,earthquake,Central Texas,,,,,,,,,,33.47760887046449,2020-04-21 00:57:15
texnet2020hqje,final,2020-04-18,13:33:35,3.2,,29.0204,1.4,-97.8398,1.3,9.0,9.0,1.8,0.3,15,11,TXNet,earthquake,Central Texas,,,,,,,,,,41.195280494371495,2020-04-18 14:01:23
texnet2020fzkc,final,2020-03-26,01:11:12,1.9,,28.9316,1.0,-98.1221,0.9,2.3,2.4,2.1,0.2,16,14,TXNet,earthquake,Southern Texas,,,,,,,,,,34.6152898160055,2020-03-26 21:19:24
texnet2020dser,final,2020-02-22,15:24:52,2.0,,29.0121,0.8,-97.8967,0.9,2.5,2.6,1.6,0.3,16,15,TXNet,earthquake,Central Texas,,,,,,,,,,30.5647978239135,2020-02-24 22:40:03
texnet2020clha,final,2020-02-04,15:07:17,2.2,,28.8876,1.0,-98.0539,1.2,2.3,2.5,2.4,0.3,20,18,TXNet,earthquake,Southern Texas,,,,,,,,,,36.238898204428494,2020-02-04 17:08:25
texnet2020clgv,final,2020-02-04,15:01:04,2.4,,28.8913,0.6,-98.0580,0.6,1.9,2.0,1.6,0.3,21,18,TXNet,earthquake,Southern Texas,,,,,,,,,,44.017031653686,2020-02-04 16:30:23
texnet2020ceyd,preliminary,2020-02-01,03:48:20,1.7,,28.8858,0.9,-98.0518,1.1,1.7,1.8,2.2,0.3,21,19,TXNet,earthquake,Southern Texas,,,,,,,,,,41.8188586518045,2020-02-03 23:34:46
texnet2020bxkg,final,2020-01-28,00:50:29,1.9,,28.9993,0.7,-97.9236,1.0,1.8,1.9,1.6,0.3,18,18,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,35.198575108609504,2020-01-29 19:47:25
texnet2020bvfx,final,2020-01-26,20:22:25,2.1,,29.0140,0.8,-97.8988,1.0,1.9,2.0,1.5,0.3,20,17,TXNet,earthquake,Central Texas,,,,,,,,,,36.266265362155494,2020-01-27 18:55:27
texnet2020boym,final,2020-01-23,09:49:01,1.9,,29.0579,0.9,-97.8264,1.1,1.1,1.2,1.6,0.2,11,11,TXNet,earthquake,Central Texas,,,,,,,,,,22.612725583276497,2020-01-23 15:52:47
texnet2020bnzx,final,2020-01-22,21:23:39,2.5,,29.0579,1.1,-97.8326,1.0,1.3,1.4,2.1,0.2,13,13,TXNet,earthquake,Central Texas,,,,,,,,,,31.537692338449496,2020-01-22 21:43:01
texnet2020bfwv,final,2020-01-18,10:45:16,2.0,,28.9224,0.9,-98.1304,0.9,1.9,2.1,2.0,0.3,16,15,TXNet,earthquake,Southern Texas,,,,,,,,,,33.814722143412,2020-01-22 15:54:43
texnet2020bcdy,final,2020-01-16,09:47:47,2.4,,28.9197,1.2,-98.1273,1.0,1.3,1.4,2.4,0.3,16,16,TXNet,earthquake,Southern Texas,,,,,,,,,,28.6133674277115,2020-01-16 17:28:44
texnet2020bbxg,final,2020-01-16,06:25:19,2.1,,28.9151,1.0,-98.1387,1.0,2.3,2.4,2.4,0.3,21,17,TXNet,earthquake,Southern Texas,,,,,,,,,,34.204793447285994,2020-01-17 16:28:51
texnet2020auxq,final,2020-01-12,10:39:45,2.0,,28.9105,1.6,-98.1376,1.3,1.8,1.9,1.9,0.3,13,12,TXNet,earthquake,Southern Texas,,,,,,,,,,33.780924812344495,2020-01-13 19:28:10
texnet2020auud,final,2020-01-12,08:53:02,1.8,,28.8611,1.7,-98.0859,1.2,5.8,5.9,4.5,0.3,12,10,TXNet,earthquake,Southern Texas,,,,,,,,,,31.0433253062625,2020-01-13 20:08:30
texnet2020amsf,final,2020-01-07,22:49:45,2.1,,28.9865,1.3,-97.9463,1.1,1.7,1.8,2.0,0.2,14,11,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,29.149361364501,2020-01-08 15:21:25
texnet2020amsc,final,2020-01-07,22:46:29,3.0,,28.9948,0.6,-97.9432,0.6,2.5,2.6,1.5,0.2,28,26,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,57.90575644106399,2020-01-08 14:05:30
texnet2020aeyr,final,2020-01-03,17:00:23,1.9,,29.1055,1.7,-97.7850,1.7,5.9,6.0,3.0,0.3,12,10,TXNet,earthquake,Central Texas,,,,,,,,,,27.9309564627975,2020-01-06 22:29:38
texnet2019zore,final,2019-12-30,18:58:38,2.1,,29.0515,1.3,-97.8378,1.2,1.3,1.4,2.0,0.1,10,9,TXNet,earthquake,Central Texas,,,,,,,,,,22.019240451159,2020-01-06 15:34:23
texnet2019zkwg,final,2019-12-28,16:59:44,2.3,,28.9883,0.8,-97.9401,0.8,2.3,2.4,1.9,0.2,14,12,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,30.139817183374497,2020-01-06 15:14:43
texnet2019zkrk,final,2019-12-28,14:32:52,1.8,,28.9865,1.0,-97.9381,1.0,2.5,2.6,1.9,0.2,14,12,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,28.7378602822395,2020-01-08 15:53:39
texnet2019zkns,final,2019-12-28,12:41:33,2.4,,29.0524,1.0,-97.8512,1.0,2.5,2.6,2.0,0.2,13,13,TXNet,earthquake,Central Texas,,,,,,,,,,33.165587472034495,2020-01-06 14:09:31
texnet2019zkne,final,2019-12-28,12:24:47,1.7,,29.0497,1.8,-97.8357,1.6,2.1,2.2,2.4,0.2,11,9,TXNet,earthquake,Central Texas,,,,,,,,,,18.3845818986795,2020-01-07 20:49:15
texnet2019yxlq,final,2019-12-21,08:52:06,2.1,,28.9948,0.7,-97.9432,0.8,2.5,2.6,1.7,0.2,20,20,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,46.582386157345496,2020-01-07 21:10:35
texnet2019yvpu,final,2019-12-20,08:41:06,2.5,,28.9984,0.7,-97.9267,0.7,8.0,8.1,2.5,0.3,27,23,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,47.0697827530455,2019-12-20 17:03:30
texnet2019wvkm,final,2019-11-21,18:56:50,1.7,,28.9590,1.1,-98.0663,0.8,2.2,2.3,2.4,0.2,13,11,TXNet,earthquake,Southern Texas,,,,,,,,,,35.876781256837496,2019-11-21 19:47:23
texnet2019wupm,final,2019-11-21,08:19:54,2.4,,28.9536,0.8,-97.9836,0.8,5.1,5.2,1.9,0.3,32,26,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,53.323100868586494,2019-11-21 15:15:22
texnet2019vuxf,final,2019-11-07,06:41:30,1.9,,28.8840,0.9,-98.1014,0.8,2.5,2.6,2.5,0.3,16,16,TXNet,earthquake,Southern Texas,,,,,,,,,,32.8429432371915,2019-11-07 15:48:44
texnet2019tztv,final,2019-10-12,11:36:19,1.8,,28.8922,2.0,-98.1004,1.2,2.5,2.6,3.3,0.2,11,10,TXNet,earthquake,Southern Texas,,,,,,,,,,33.6754105425045,2019-10-14 18:55:51
texnet2019thvw,final,2019-10-02,16:11:11,2.2,,28.9948,1.2,-97.8729,1.0,9.8,9.9,2.1,0.3,14,10,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,31.191957183114,2019-10-02 19:09:43
texnet2019rpcp,preliminary,2019-09-08,04:29:04,1.0,,29.1074,2.0,-97.6548,1.1,6.2,6.3,2.5,0.3,9,5,TXNet,earthquake,Central Texas,,,,,,,,,,28.8252684256005,2021-01-21 23:13:37
texnet2019rfnf,final,2019-09-02,22:27:34,1.9,,29.1348,0.9,-97.6403,0.7,3.8,3.9,2.5,0.1,13,12,TXNet,earthquake,Central Texas,,,,,,,,,,26.447468541070496,2019-09-03 18:44:54
texnet2019qmzc,final,2019-08-23,18:53:22,2.1,,28.9609,0.9,-97.9836,1.0,1.4,1.5,1.4,0.3,18,17,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,33.51025228653899,2019-08-23 19:07:58
texnet2019qiyv,final,2019-08-21,14:12:12,2.0,,29.0369,0.9,-97.8791,0.9,2.1,2.2,1.5,0.3,15,14,TXNet,earthquake,Central Texas,,,,,,,,,,34.1815993823115,2019-08-21 16:13:22
texnet2019qevj,final,2019-08-19,07:53:44,1.8,,28.9581,0.8,-97.9887,0.9,1.1,1.2,1.6,0.3,27,23,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,45.964046229569995,2019-08-20 15:35:39
texnet2019pwyw,final,2019-08-15,00:35:41,2.2,,28.9151,0.7,-98.1056,0.5,1.2,1.3,1.9,0.2,25,23,TXNet,earthquake,Southern Texas,,,,,,,,,,40.695999944166,2019-08-15 16:38:42
texnet2019pocg,final,2019-08-10,04:04:57,2.2,,28.9609,0.9,-98.0063,1.1,2.4,2.5,2.0,0.3,27,22,TXNet,earthquake,Southern Texas,,,,,,,,,,42.64037674114049,2019-08-12 18:44:04
texnet2019pncu,final,2019-08-09,15:13:20,2.4,,28.9389,1.0,-98.0684,1.4,3.4,3.5,2.0,0.2,19,13,TXNet,earthquake,Southern Texas,,,,,,,,,,26.993851582382998,2019-08-09 18:53:11
texnet2019pmkr,final,2019-08-09,06:03:19,1.8,,28.9517,1.1,-98.0373,1.5,6.4,6.5,2.6,0.2,18,13,TXNet,earthquake,Southern Texas,,,,,,,,,,25.417244853440998,2019-08-09 19:30:56
texnet2019ovzf,final,2019-07-31,06:05:15,1.8,,29.1385,0.9,-97.6734,0.8,3.1,3.2,2.9,0.2,16,13,TXNet,earthquake,Central Texas,,,,,,,,,,31.969513862181,2019-07-31 16:57:33
texnet2019ousa,final,2019-07-30,13:19:58,1.8,,29.1293,1.0,-97.6816,1.0,5.0,5.1,3.3,0.3,16,13,TXNet,earthquake,Central Texas,,,,,,,,,,67.9089187419615,2019-07-30 16:51:23
texnet2019oaff,final,2019-07-19,08:07:50,1.7,,28.8812,1.8,-98.1170,1.5,9.7,9.9,4.1,0.3,11,9,TXNet,earthquake,Southern Texas,,,,,,,,,,37.56929752034549,2019-07-19 15:44:25
texnet2019oafe,final,2019-07-19,08:07:19,2.0,,28.8986,1.0,-98.1139,0.8,4.9,5.0,3.3,0.3,19,15,TXNet,earthquake,Southern Texas,,,,,,,,,,51.022941080327996,2019-07-19 14:00:39
texnet2019oafa,final,2019-07-19,08:01:57,1.8,,28.9096,0.9,-98.1221,0.8,2.9,3.0,2.5,0.3,20,18,TXNet,earthquake,Southern Texas,,,,,,,,,,51.938654211045,2019-07-19 14:49:49
texnet2019nysw,final,2019-07-18,12:46:06,1.9,,28.9005,1.3,-98.1118,0.9,4.1,4.2,2.5,0.2,13,12,TXNet,earthquake,Southern Texas,,,,,,,,,,31.016015147092496,2019-07-18 16:31:15
texnet2019nylh,final,2019-07-18,08:55:34,1.8,,28.9023,0.9,-98.1097,0.9,3.4,3.5,2.2,0.3,20,17,TXNet,earthquake,Southern Texas,,,,,,,,,,46.257798689802,2019-07-18 16:45:22
