EventID,Evaluation Status,Origin Date,Origin Time,Magnitude,Moment Magnitude,Latitude (WGS84),Latitude Error (km),Longitude (WGS84),Longitude Error (km),Depth of Hypocenter (Km.  Rel to MSL),Depth of Hypocenter (Km. Rel to Ground Surface),Depth Uncertainty (Km. Corresponds to 1st dev),RMS,UsedPhaseCount,UsedStationCount,Author,EventType,LocationName,Nodal Plane 1 - Strike,Nodal Plane 1 - Dip,Nodal Plane 1 - Rake,Nodal Plane 2 - Strike,Nodal Plane 2 - Dip,Nodal Plane 2 - Rake,Focal Mechanism Method ID,Focal Mechanism - Azimuthal Gap,Focal Mechanism - Misfit,Maximum Station Distance (km),Last Updated
texnet2018yzao,final,2018-12-22,05:32:48,3.3,,29.0140,0.5,-97.9195,0.5,4.2,4.3,1.2,0.3,49,35,TXNet,earthquake,Central Texas,,,,,,,,,,229.006606546935,2018-12-22 21:10:07
texnet2018yzam,final,2018-12-22,05:30:30,1.4,,29.0067,0.7,-97.9174,0.8,4.1,4.2,1.9,0.2,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,25.797724320942,2019-01-15 19:25:28
texnet2018yyzs,final,2018-12-22,05:07:28,1.0,,28.9865,1.3,-97.9257,1.3,7.2,7.3,2.7,0.3,12,9,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,46.945394766522,2019-04-11 15:20:09
texnet2018yywy,final,2018-12-22,03:43:01,1.7,,29.0012,0.7,-97.9029,0.6,5.2,5.2,1.5,0.2,17,10,TXNet,earthquake,Central Texas,,,,,,,,,,50.5603557252045,2019-01-03 15:16:08
texnet2018yyud,final,2018-12-22,02:17:26,3.1,,29.0213,0.6,-97.9166,0.7,6.8,6.9,1.8,0.3,26,17,TXNet,earthquake,Central Texas,,,,,,,,,,75.721732532901,2019-01-02 18:08:23
texnet2018yyro,final,2018-12-22,00:59:32,1.4,,29.0213,0.6,-97.9133,0.9,5.3,5.4,1.9,0.2,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,28.9553952861495,2019-01-04 15:56:16
texnet2018yyrf,final,2018-12-22,00:48:56,1.3,,28.9828,1.3,-97.8926,1.0,4.2,4.3,1.8,0.2,14,8,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,50.119043975090996,2019-01-09 20:08:32
texnet2018yyol,final,2018-12-21,23:25:14,1.6,,29.0103,0.7,-97.8884,0.6,6.6,6.7,1.6,0.2,11,9,TXNet,earthquake,Central Texas,,,,,,,,,,28.465283864524498,2019-07-24 02:19:19
texnet2018yyng,final,2018-12-21,22:49:43,1.3,,29.0103,0.5,-97.9029,0.6,4.7,4.8,1.8,0.2,14,7,TXNet,earthquake,Central Texas,,,,,,,,,,48.2442976650285,2019-01-13 17:47:11
texnet2018yyjk,final,2018-12-21,20:55:51,1.4,,29.0103,0.8,-97.9029,0.8,5.6,5.6,2.2,0.3,14,7,TXNet,earthquake,Central Texas,,,,,,,,,,48.2442976650285,2019-01-13 18:46:58
texnet2018yyil,final,2018-12-21,20:22:53,1.6,,29.0085,1.1,-97.9029,0.8,3.9,4.0,2.3,0.2,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,31.292615989845,2019-01-11 18:30:50
texnet2018yyhl,final,2018-12-21,19:52:48,1.5,,29.0204,0.4,-97.9143,0.4,3.2,3.3,1.5,0.1,12,7,TXNet,earthquake,Central Texas,,,,,,,,,,24.3170550034335,2019-01-11 21:13:42
texnet2018yygn,final,2018-12-21,19:25:19,1.8,,29.0195,0.5,-97.9112,0.7,5.6,5.8,2.0,0.2,15,10,TXNet,earthquake,Central Texas,,,,,,,,,,31.3587960847875,2019-01-02 20:51:30
texnet2018yygh,preliminary,2018-12-21,19:17:57,1.8,,28.9838,2.9,-97.8771,2.8,8.8,8.8,3.4,0.4,9,6,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,51.51723550218,2021-01-15 16:03:50
texnet2018yydy,final,2018-12-21,18:08:04,1.3,,28.9984,1.8,-97.9102,1.8,8.2,8.3,3.8,0.3,11,7,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,26.285057279743498,2019-02-05 17:06:28
texnet2018yyby,final,2018-12-21,17:06:54,1.5,,29.0094,0.5,-97.9184,0.7,3.5,3.6,1.5,0.2,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,46.823377891058996,2019-01-14 14:54:19
texnet2018yybh,final,2018-12-21,16:46:17,1.7,,28.9865,1.0,-97.9277,0.7,3.3,3.4,1.6,0.2,17,10,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,47.9994816572775,2019-01-09 19:23:21
texnet2018yyax,final,2018-12-21,16:37:06,1.6,,29.0021,0.8,-97.9019,0.7,4.1,4.1,1.6,0.2,14,7,TXNet,earthquake,Central Texas,,,,,,,,,,48.599373745219495,2019-01-03 18:43:41
texnet2018yxyy,final,2018-12-21,15:35:38,1.2,,29.0021,1.4,-97.8771,1.4,7.1,7.2,2.4,0.3,11,8,TXNet,earthquake,Central Texas,,,,,,,,,,24.637460738373,2019-02-28 16:40:36
texnet2018yxrz,final,2018-12-21,12:03:54,1.5,,29.0158,0.6,-97.8864,0.7,7.0,7.1,1.3,0.2,15,12,TXNet,earthquake,Central Texas,,,,,,,,,,49.635942086115,2019-01-04 17:53:38
texnet2018ywij,final,2018-12-20,18:04:18,2.1,,29.0103,0.9,-97.9112,0.9,4.1,4.2,1.4,0.2,15,9,TXNet,earthquake,Central Texas,,,,,,,,,,49.8847936384035,2019-01-02 18:47:54
texnet2018xehq,final,2018-11-26,15:43:58,1.6,,29.0121,1.2,-97.8636,1.2,3.8,3.9,2.1,0.3,13,8,TXNet,earthquake,Central Texas,,,,,,,,,,198.810979603425,2018-11-29 14:46:13
texnet2018wyvx,final,2018-11-23,16:07:07,1.7,,29.0671,1.7,-97.8264,1.8,6.1,6.2,3.3,0.3,10,6,TXNet,earthquake,Central Texas,,,,,,,,,,111.565289468745,2018-11-28 17:14:50
texnet2018wxrv,final,2018-11-23,00:55:30,2.3,,29.0268,1.1,-97.8802,1.1,3.8,3.9,1.9,0.2,14,9,TXNet,earthquake,Central Texas,,,,,,,,,,167.18959035481498,2018-11-26 22:14:28
texnet2018vsja,final,2018-11-05,21:15:41,2.2,,29.0359,0.7,-97.8636,0.9,6.4,6.5,1.9,0.2,12,7,TXNet,earthquake,Central Texas,,,,,,,,,,169.087622954985,2018-11-06 16:35:47
texnet2018vqjs,final,2018-11-04,19:19:42,1.6,,29.0396,1.0,-97.8574,1.3,4.1,4.2,1.7,0.2,12,6,TXNet,earthquake,Central Texas,,,,,,,,,,115.85090322162,2018-11-05 22:38:45
texnet2018vpdj,final,2018-11-04,03:00:07,3.0,,29.0378,0.8,-97.8926,0.8,6.4,6.5,1.7,0.3,18,10,TXNet,earthquake,Central Texas,,,,,,,,,,196.38723783672,2018-11-05 14:46:51
texnet2018vnsv,final,2018-11-03,08:32:28,2.4,,29.0378,0.7,-97.8616,0.8,4.6,4.7,1.6,0.2,16,8,TXNet,earthquake,Central Texas,,,,,,,,,,169.36026875838,2018-11-05 16:37:20
texnet2018vnhr,final,2018-11-03,02:54:03,1.6,,28.9169,0.9,-98.0952,0.6,5.6,5.8,2.3,0.1,10,6,TXNet,earthquake,Southern Texas,,,,,,,,,,44.10345539883149,2019-07-31 18:32:04
texnet2018vnei,final,2018-11-03,01:13:16,2.0,,29.0433,0.5,-97.8657,0.7,5.6,5.7,2.7,0.2,11,6,TXNet,earthquake,Central Texas,,,,,,,,,,116.07579333000001,2018-11-05 20:15:23
texnet2018vndz,final,2018-11-03,01:02:07,2.3,,29.0433,0.6,-97.8636,0.8,5.3,5.4,1.4,0.2,13,7,TXNet,earthquake,Central Texas,,,,,,,,,,158.954472197955,2018-11-05 19:55:17
texnet2018vndy,final,2018-11-03,01:01:12,2.0,,29.0341,0.6,-97.8533,0.7,5.2,5.3,2.8,0.2,10,5,TXNet,earthquake,Central Texas,,,,,,,,,,88.73947689282899,2018-11-05 17:59:31
texnet2018tbmm,final,2018-09-29,04:37:53,2.6,,28.8986,1.0,-98.1614,0.7,2.5,2.6,1.3,0.2,16,10,TXNet,earthquake,Southern Texas,,,,,,,,,,152.78440975969497,2019-07-31 18:20:19
texnet2018somq,final,2018-09-22,01:56:19,1.7,,29.0488,1.4,-97.8554,1.8,4.3,4.4,1.9,0.4,15,8,TXNet,earthquake,Central Texas,,,,,,,,,,246.34052122365,2018-09-27 15:59:10
texnet2018rkiw,final,2018-09-05,13:53:47,2.1,,29.1312,0.8,-97.6568,1.2,6.6,6.8,1.3,0.3,21,12,TXNet,earthquake,Central Texas,,,,,,,,,,250.44215717807998,2018-09-05 15:36:41
texnet2018rggh,final,2018-09-03,08:06:30,1.5,,28.9957,1.2,-97.9526,1.1,5.8,5.9,1.3,0.3,12,7,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,159.3440495514,2018-09-05 17:52:18
texnet2018rcbp,final,2018-09-01,01:12:59,1.4,,29.0286,1.2,-97.8429,1.3,6.2,6.3,2.7,0.3,14,9,TXNet,earthquake,Central Texas,,,,,,,,,,220.13046889659,2018-09-24 14:05:40
texnet2018qnsb,final,2018-08-24,04:27:29,2.4,,29.1385,1.2,-97.7127,1.1,9.0,9.1,1.5,0.3,17,10,TXNet,earthquake,Central Texas,,,,,,,,,,187.40671465698,2018-08-24 17:34:30
texnet2018qaga,final,2018-08-16,19:38:17,1.7,,29.0598,1.0,-97.9029,1.0,3.4,3.5,2.5,0.2,13,8,TXNet,earthquake,Central Texas,,,,,,,,,,143.51804837937,2018-08-17 20:17:05
texnet2018pzzl,final,2018-08-16,16:18:22,1.3,,29.0277,0.9,-97.8109,0.9,5.3,5.4,3.2,0.2,9,5,TXNet,earthquake,Central Texas,,,,,,,,,,113.95423453931998,2018-10-12 16:14:36
texnet2018pkrq,final,2018-08-08,07:17:55,1.4,,28.9078,1.2,-98.0890,0.9,3.2,3.3,1.8,0.3,14,9,TXNet,earthquake,Southern Texas,,,,,,,,,,252.37011568859998,2018-09-11 16:18:29
texnet2018pask,final,2018-08-02,20:20:16,2.7,,29.1568,0.8,-97.6692,1.2,7.2,7.3,1.2,0.3,24,17,TXNet,earthquake,Central Texas,284,66,-27,25,66,-154,Moment Tensor,163.9439436,0.6620421852,253.05833056549497,2018-10-11 16:01:51
texnet2018onbd,final,2018-07-26,08:51:31,0.9,,29.0067,0.6,-97.8905,0.6,3.7,3.8,2.5,0.1,9,5,TXNet,earthquake,Central Texas,,,,,,,,,,49.516746250040995,2018-10-12 16:02:49
texnet2018okzz,final,2018-07-25,05:59:01,1.7,,28.9938,0.9,-97.8884,0.9,8.0,8.1,1.9,0.2,10,7,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,121.67791852135498,2018-07-27 15:46:30
texnet2018ocfu,final,2018-07-20,10:42:16,2.4,,28.9957,0.7,-97.9174,0.7,5.0,5.0,1.2,0.3,20,14,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,227.14666001338497,2018-07-20 20:06:54
texnet2018ocae,final,2018-07-20,07:53:09,1.5,,29.0048,0.7,-97.9174,0.7,4.9,5.0,1.8,0.1,11,8,TXNet,earthquake,Central Texas,,,,,,,,,,122.616135674235,2018-07-30 21:01:16
texnet2018obwg,final,2018-07-20,05:53:08,2.0,,28.9966,0.8,-97.9164,0.7,4.9,5.0,1.4,0.2,15,8,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,201.27186027774,2018-07-20 20:40:48
texnet2018mvlr,final,2018-07-02,12:12:01,1.4,,29.0158,0.6,-97.8905,0.6,5.9,6.0,1.4,0.2,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,246.19167693099,2018-08-13 17:21:27
texnet2018muxi,preliminary,2018-07-02,04:56:50,1.3,,29.0195,2.4,-97.8554,1.9,8.1,8.3,2.0,0.4,11,7,TXNet,earthquake,Central Texas,,,,,,,,,,168.96384835344,2018-07-16 22:22:52
texnet2018mupe,preliminary,2018-07-02,00:50:09,1.3,,28.9938,1.1,-97.8905,0.9,8.5,8.6,1.9,0.2,10,6,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,147.48454704878998,2018-07-21 15:04:12
texnet2018muoe,final,2018-07-02,00:17:25,3.0,,29.0176,0.6,-97.8802,0.7,6.1,6.2,1.8,0.2,15,9,TXNet,earthquake,Central Texas,,,,,,,,,,166.72114094233498,2018-10-11 15:09:09
texnet2018muej,final,2018-07-01,19:21:01,1.4,,28.9883,1.2,-97.9050,1.0,4.8,4.9,1.9,0.2,10,6,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,48.778537222705495,2018-09-06 15:44:32
texnet2018mtfm,final,2018-07-01,06:47:24,1.6,,28.9993,0.9,-97.8595,0.8,4.7,4.8,1.6,0.2,11,6,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,119.39405873031,2018-07-17 17:50:39
texnet2018mtax,final,2018-07-01,04:28:10,1.1,,28.9948,1.0,-97.8853,0.9,7.7,7.8,3.2,0.2,8,4,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,50.37720499516949,2018-10-12 15:53:45
texnet2018msxq,final,2018-07-01,02:46:53,1.9,,29.0140,0.7,-97.8760,0.9,3.6,3.7,1.6,0.2,10,5,TXNet,earthquake,Central Texas,,,,,,,,,,50.660486989496995,2018-07-06 22:23:50
texnet2018msxn,final,2018-07-01,02:45:18,2.5,,29.0167,0.6,-97.8771,0.9,5.7,5.8,1.6,0.2,16,11,TXNet,earthquake,Central Texas,,,,,,,,,,166.94306559126,2018-07-02 23:51:30
texnet2018mstf,final,2018-07-01,00:35:59,2.7,,29.0131,0.9,-97.8853,0.8,5.3,5.4,1.7,0.3,16,11,TXNet,earthquake,Central Texas,,,,,,,,,,166.04100460458,2018-07-03 01:07:32
texnet2018mkyd,final,2018-06-26,17:57:17,2.3,,29.0121,0.8,-97.8802,0.7,4.2,4.3,1.7,0.2,15,10,TXNet,earthquake,Central Texas,,,,,,,,,,199.03291748455499,2018-06-28 14:57:58
texnet2018lnat,final,2018-06-13,16:02:47,1.9,,29.0900,0.6,-97.7489,0.9,2.0,2.1,1.3,0.1,13,7,TXNet,earthquake,Central Texas,,,,,,,,,,156.43516911466497,2018-06-23 16:52:54
texnet2018lmzh,final,2018-06-13,15:18:28,2.6,,29.0744,0.7,-97.7644,1.0,5.7,5.8,1.6,0.3,18,12,TXNet,earthquake,Central Texas,,,,,,,,,,240.57346593735002,2018-06-15 18:18:03
texnet2018lkox,final,2018-06-12,07:48:05,1.9,,28.9883,0.9,-97.9091,0.8,8.3,8.4,1.3,0.2,13,8,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,162.73262610769498,2018-07-03 19:32:05
texnet2018ljsm,final,2018-06-11,20:27:41,2.3,,28.9883,0.8,-97.9071,0.6,8.0,8.1,1.6,0.2,16,10,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,202.03726171985997,2018-06-11 23:06:34
texnet2018ljrs,final,2018-06-11,20:04:09,2.3,,28.9911,0.9,-97.9019,0.8,8.4,8.5,1.2,0.3,17,10,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,247.219021212975,2018-06-11 23:00:03
texnet2018kjxa,final,2018-05-28,17:14:23,1.4,,29.0826,0.7,-97.8274,1.0,5.9,6.0,1.8,0.2,10,6,TXNet,earthquake,Central Texas,,,,,,,,,,171.093745101195,2019-07-24 01:45:02
texnet2018jxxy,final,2018-05-22,04:02:59,1.7,,29.1055,1.6,-97.7768,1.6,12.6,12.7,1.9,0.2,9,5,TXNet,earthquake,Central Texas,,,,,,,,,,153.31336493067,2019-07-31 18:27:13
texnet2018jvhy,final,2018-05-20,17:41:35,2.4,,29.0689,0.9,-97.7623,1.3,11.5,11.6,1.1,0.3,16,10,TXNet,earthquake,Central Texas,,,,,,,,,,191.436072638265,2018-05-21 22:15:46
texnet2018jvhq,preliminary,2018-05-20,17:32:34,1.5,,29.1000,1.7,-97.7478,1.6,13.9,14.0,1.8,0.3,11,6,TXNet,earthquake,Central Texas,,,,,,,,,,187.86498394481998,2018-06-01 20:01:14
texnet2018jvho,final,2018-05-20,17:30:22,1.9,,29.0854,0.9,-97.7499,1.2,2.5,2.6,1.4,0.3,13,8,TXNet,earthquake,Central Texas,,,,,,,,,,189.50579081941498,2018-05-21 20:18:01
texnet2018iszt,final,2018-05-05,05:45:15,1.8,,28.9243,1.4,-97.9856,1.0,9.1,9.2,1.9,0.3,14,9,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,210.34743983757,2018-05-08 15:11:06
texnet2018immz,final,2018-05-01,16:28:56,3.5,,28.9188,1.0,-98.0125,0.8,8.9,9.0,1.4,0.3,16,9,TXNet,earthquake,Southern Texas,,,,,,,,,,153.19018188652498,2019-07-30 19:28:25
texnet2018ilhd,final,2018-05-01,00:23:37,2.6,,28.9114,1.1,-98.0208,1.1,8.7,8.8,1.7,0.3,16,9,TXNet,earthquake,Southern Texas,,,,,,,,,,212.39527923432,2018-05-01 23:41:05
texnet2018iixa,final,2018-04-29,16:59:42,2.9,,29.0140,0.9,-97.8512,0.8,12.4,12.5,1.0,0.3,15,8,TXNet,earthquake,Central Texas,,,,,,,,,,169.04777355805498,2018-10-11 15:08:27
texnet2018idyq,final,2018-04-27,00:08:00,1.7,,28.9545,1.1,-97.9929,0.8,12.7,12.8,1.2,0.3,14,8,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,243.60678959116495,2018-04-27 17:27:58
texnet2018idob,final,2018-04-26,18:49:48,3.3,,28.9645,1.0,-98.0043,1.0,9.7,9.8,1.5,0.3,17,11,TXNet,earthquake,Southern Texas,69,41,-74,229,51,-103,Moment Tensor,174.1221315,0.3840318399,242.0317027422,2018-04-26 20:08:03
texnet2018idoc,final,2018-04-26,18:49:24,1.9,,29.0140,0.9,-97.9898,0.7,11.2,11.3,1.2,0.2,14,8,TXNet,earthquake,Central Texas,89,37,-53,225,61,-115,Moment Tensor,267.0284543,0.3803531002,200.617611470325,2018-04-26 21:45:58
texnet2018htks,final,2018-04-21,05:44:17,3.0,,28.9920,1.5,-97.8802,1.0,7.1,7.2,1.7,0.2,15,10,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,165.43601373662997,2019-08-01 01:34:59
texnet2018fajs,final,2018-03-13,08:35:17,3.0,,29.0863,1.6,-97.6703,1.1,6.4,6.6,1.4,0.2,14,7,TXNet,earthquake,Central Texas,,,,,,,,,,188.91523439680498,2019-07-27 02:00:14
texnet2018eyqm,final,2018-03-12,09:44:18,3.3,,29.1403,1.4,-97.6920,1.2,10.3,10.4,1.4,0.4,19,12,TXNet,earthquake,Central Texas,,,,,,,,,,250.032155304645,2019-07-30 17:56:15
texnet2018dnfs,final,2018-02-19,22:16:05,2.7,,29.0451,1.2,-97.9215,1.4,4.5,4.6,1.9,0.3,14,10,TXNet,earthquake,Central Texas,,,,,,,,,,166.82092455545998,2019-07-30 19:53:06
texnet2018dnfi,final,2018-02-19,22:04:32,3.0,,29.0222,0.8,-97.8543,0.9,10.7,10.8,1.1,0.3,21,12,TXNet,earthquake,Central Texas,,,,,,,,,,248.3539479918,2019-07-24 02:25:32
texnet2018dloy,final,2018-02-19,00:39:33,2.7,,29.0030,0.8,-97.8926,1.1,6.2,6.3,1.8,0.2,12,7,TXNet,earthquake,Central Texas,,,,,,,,,,162.111613152195,2018-04-04 19:08:37
texnet2018dgjr,final,2018-02-16,04:18:41,2.1,,29.0121,1.4,-97.8367,1.5,9.9,10.0,1.6,0.3,16,10,TXNet,earthquake,Central Texas,,,,,,,,,,220.487337796005,2018-09-26 21:52:42
texnet2018czwo,final,2018-02-12,14:52:25,1.5,,28.9774,1.8,-97.9009,2.0,8.5,8.6,2.8,0.3,11,7,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,162.90986371001998,2018-09-25 17:21:04
texnet2018czvr,final,2018-02-12,14:24:51,3.2,,28.9938,1.0,-97.9091,0.9,8.1,8.2,1.4,0.3,21,13,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,267.438719123415,2019-07-27 02:09:30
texnet2018czrz,final,2018-02-12,12:33:42,2.3,,29.0121,1.7,-97.8491,1.3,13.5,13.6,1.4,0.3,12,6,TXNet,earthquake,Central Texas,,,,,,,,,,169.13644256376,2018-03-23 18:28:16
texnet2018czrw,final,2018-02-12,12:31:21,2.4,,29.0222,1.3,-97.8460,0.8,11.8,11.9,1.9,0.2,13,7,TXNet,earthquake,Central Texas,,,,,,,,,,169.909566832215,2018-03-23 18:41:23
texnet2018czqu,final,2018-02-12,11:57:59,2.2,,29.0158,0.9,-97.8471,0.7,15.4,15.5,1.1,0.1,11,6,TXNet,earthquake,Central Texas,,,,,,,,,,150.39239314963498,2018-03-23 18:52:22
texnet2018czng,final,2018-02-12,10:09:47,2.6,,29.0076,1.2,-97.8874,0.8,11.6,11.7,1.5,0.2,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,165.583683698895,2018-03-23 19:10:10
texnet2018cyot,final,2018-02-11,21:48:05,2.0,,29.0231,0.7,-97.8450,0.9,5.7,5.8,1.7,0.2,12,6,TXNet,earthquake,Central Texas,,,,,,,,,,152.60708097747,2018-10-12 14:52:54
texnet2018cwcl,final,2018-02-10,13:19:41,1.5,,29.0030,1.1,-97.8698,1.2,2.3,2.4,1.2,0.3,14,8,TXNet,earthquake,Central Texas,,,,,,,,,,166.88116055488499,2018-03-22 19:35:42
texnet2018ards,final,2018-01-10,09:11:02,2.2,,28.9838,0.8,-97.8977,1.5,10.5,10.6,1.9,0.3,15,9,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,163.49595809967,2018-02-12 20:03:41
texnet2018aqeb,final,2018-01-09,20:14:04,3.0,,29.0030,1.0,-97.9174,1.4,4.1,4.2,2.2,0.4,19,13,TXNet,earthquake,Central Texas,230,47,-73,25,45,-108,Moment Tensor,219.7249176,0.2857144796,200.583956746845,2019-08-01 15:01:07
texnet2018adyk,final,2018-01-03,03:45:19,1.9,,29.0103,1.4,-97.9588,2.2,2.7,2.8,3.5,0.2,9,5,TXNet,earthquake,Central Texas,,,,,,,,,,140.678405955675,2018-09-20 14:56:41
texnet2017znxw,final,2017-12-30,09:14:34,1.8,,29.0286,1.4,-97.8512,0.9,5.6,5.7,1.8,0.3,19,12,TXNet,earthquake,Central Texas,,,,,,,,,,299.74005501111,2018-01-12 21:56:41
texnet2017wiiy,final,2017-11-14,15:24:14,3.0,,28.9197,1.4,-97.9949,1.1,10.5,10.6,1.6,0.3,16,11,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,216.72844452818998,2017-11-14 16:46:04
texnet2017whwc,final,2017-11-14,08:54:05,2.8,,28.9426,1.7,-98.0105,1.0,3.1,3.2,1.7,0.3,15,10,TXNet,earthquake,Southern Texas,,,,,,,,,,218.696290797915,2017-11-14 19:44:31
texnet2017whqt,final,2017-11-14,06:12:11,1.7,,28.8913,4.1,-98.0084,2.5,12.6,12.7,1.8,0.2,9,6,TXNet,earthquake,Southern Texas,,,,,,,,,,247.53870350212497,2017-11-22 20:46:26
texnet2017whqr,final,2017-11-14,06:10:52,2.2,,28.9719,1.1,-97.9918,0.9,3.1,3.1,1.6,0.3,17,11,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,242.32457713999497,2019-07-30 17:59:35
texnet2017mvfk,final,2017-07-02,09:00:46,3.1,,29.0195,1.5,-97.9319,1.7,3.4,3.4,2.7,0.5,20,13,TXNet,earthquake,Central Texas,,,,,,,,,,333.76650648957,2019-07-23 23:59:17
texnet2017frto,final,2017-03-22,20:51:41,2.4,,29.1788,2.2,-97.7706,2.9,3.5,3.6,3.8,0.3,13,7,TXNet,earthquake,Central Texas,,,,,,,,,,277.67845684844997,2017-10-12 20:09:09
texnet2017frdl,final,2017-03-22,12:43:42,1.9,,29.1019,1.4,-97.7333,1.6,11.1,11.2,2.1,0.4,15,9,TXNet,earthquake,Central Texas,,,,,,,,,,270.53968925623496,2019-07-30 17:09:34
texnet2017fppw,final,2017-03-21,16:43:44,2.0,,29.0854,2.0,-97.7313,2.2,12.4,12.5,3.3,0.3,12,9,TXNet,earthquake,Central Texas,,,,,,,,,,242.92078660521,2017-10-12 20:58:55
texnet2017dtyg,final,2017-02-23,14:26:05,2.1,,28.9252,3.4,-97.9598,3.1,9.3,9.4,4.4,0.2,11,6,TXNet,earthquake,Near Coast of Texas,,,,,,,,,,209.80333301350498,2019-08-01 19:40:48