,Rig Count
2018-04-09,30.0
2018-04-10,30.0
2018-04-11,30.0
2018-04-12,30.0
2018-04-13,30.0
2018-04-14,29.0
2018-04-15,29.0
2018-04-16,29.0
2018-04-17,29.0
2018-04-18,29.0
2018-04-19,29.0
2018-04-20,29.0
2018-04-21,25.0
2018-04-22,25.0
2018-04-23,25.0
2018-04-24,25.0
2018-04-25,25.0
2018-04-26,25.0
2018-04-27,25.0
2018-04-28,26.0
2018-04-29,26.0
2018-04-30,26.0
2018-05-01,26.0
2018-05-02,26.0
2018-05-03,26.0
2018-05-04,26.0
2018-05-05,28.0
2018-05-06,28.0
2018-05-07,28.0
2018-05-08,28.0
2018-05-09,28.0
2018-05-10,28.0
2018-05-11,28.0
2018-05-12,29.0
2018-05-13,29.0
2018-05-14,29.0
2018-05-15,29.0
2018-05-16,29.0
2018-05-17,29.0
2018-05-18,29.0
2018-05-19,28.0
2018-05-20,28.0
2018-05-21,28.0
2018-05-22,28.0
2018-05-23,28.0
2018-05-24,28.0
2018-05-25,28.0
2018-05-26,29.0
2018-05-27,29.0
2018-05-28,29.0
2018-05-29,29.0
2018-05-30,29.0
2018-05-31,29.0
2018-06-01,29.0
2018-06-02,29.0
2018-06-03,29.0
2018-06-04,29.0
2018-06-05,29.0
2018-06-06,29.0
2018-06-07,29.0
2018-06-08,29.0
2018-06-09,31.0
2018-06-10,31.0
2018-06-11,31.0
2018-06-12,31.0
2018-06-13,31.0
2018-06-14,31.0
2018-06-15,31.0
2018-06-16,31.0
2018-06-17,31.0
2018-06-18,31.0
2018-06-19,31.0
2018-06-20,31.0
2018-06-21,31.0
2018-06-22,31.0
2018-06-23,31.0
2018-06-24,31.0
2018-06-25,31.0
2018-06-26,31.0
2018-06-27,31.0
2018-06-28,31.0
2018-06-29,31.0
2018-06-30,30.0
2018-07-01,30.0
2018-07-02,30.0
2018-07-03,30.0
2018-07-04,30.0
2018-07-05,30.0
2018-07-06,30.0
2018-07-07,30.0
2018-07-08,30.0
2018-07-09,30.0
2018-07-10,30.0
2018-07-11,30.0
2018-07-12,30.0
2018-07-13,30.0
2018-07-14,32.0
2018-07-15,32.0
2018-07-16,32.0
2018-07-17,32.0
2018-07-18,32.0
2018-07-19,32.0
2018-07-20,32.0
2018-07-21,32.0
2018-07-22,32.0
2018-07-23,32.0
2018-07-24,32.0
2018-07-25,32.0
2018-07-26,32.0
2018-07-27,32.0
2018-07-28,32.0
2018-07-29,32.0
2018-07-30,32.0
2018-07-31,32.0
2018-08-01,32.0
2018-08-02,32.0
2018-08-03,32.0
2018-08-04,30.0
2018-08-05,30.0
2018-08-06,30.0
2018-08-07,30.0
2018-08-08,30.0
2018-08-09,30.0
2018-08-10,30.0
2018-08-11,30.0
2018-08-12,30.0
2018-08-13,30.0
2018-08-14,30.0
2018-08-15,30.0
2018-08-16,30.0
2018-08-17,30.0
2018-08-18,29.0
2018-08-19,29.0
2018-08-20,29.0
2018-08-21,29.0
2018-08-22,29.0
2018-08-23,29.0
2018-08-24,29.0
2018-08-25,28.0
2018-08-26,28.0
2018-08-27,28.0
2018-08-28,28.0
2018-08-29,28.0
2018-08-30,28.0
2018-08-31,28.0
2018-09-01,28.0
2018-09-02,28.0
2018-09-03,28.0
2018-09-04,28.0
2018-09-05,28.0
2018-09-06,28.0
2018-09-07,28.0
2018-09-08,28.0
2018-09-09,28.0
2018-09-10,28.0
2018-09-11,28.0
2018-09-12,28.0
2018-09-13,28.0
2018-09-14,28.0
2018-09-15,29.0
2018-09-16,29.0
2018-09-17,29.0
2018-09-18,29.0
2018-09-19,29.0
2018-09-20,29.0
2018-09-21,29.0
2018-09-22,29.0
2018-09-23,29.0
2018-09-24,29.0
2018-09-25,29.0
2018-09-26,29.0
2018-09-27,29.0
2018-09-28,29.0
2018-09-29,30.0
2018-09-30,30.0
2018-10-01,30.0
2018-10-02,30.0
2018-10-03,30.0
2018-10-04,30.0
2018-10-05,30.0
2018-10-06,32.0
2018-10-07,32.0
2018-10-08,32.0
2018-10-09,32.0
2018-10-10,32.0
2018-10-11,32.0
2018-10-12,32.0
2018-10-13,30.0
2018-10-14,30.0
2018-10-15,30.0
2018-10-16,30.0
2018-10-17,30.0
2018-10-18,30.0
2018-10-19,30.0
2018-10-20,30.0
2018-10-21,30.0
2018-10-22,30.0
2018-10-23,30.0
2018-10-24,30.0
2018-10-25,30.0
2018-10-26,30.0
2018-10-27,28.0
2018-10-28,28.0
2018-10-29,28.0
2018-10-30,28.0
2018-10-31,28.0
2018-11-01,28.0
2018-11-02,28.0
2018-11-03,29.0
2018-11-04,29.0
2018-11-05,29.0
2018-11-06,29.0
2018-11-07,29.0
2018-11-08,29.0
2018-11-09,29.0
2018-11-10,29.0
2018-11-11,29.0
2018-11-12,29.0
2018-11-13,29.0
2018-11-14,29.0
2018-11-15,29.0
2018-11-16,29.0
2018-11-17,29.0
2018-11-18,29.0
2018-11-19,29.0
2018-11-20,29.0
2018-11-21,29.0
2018-11-22,27.0
2018-11-23,27.0
2018-11-24,27.0
2018-11-25,27.0
2018-11-26,27.0
2018-11-27,27.0
2018-11-28,27.0
2018-11-29,27.0
2018-11-30,27.0
2018-12-01,30.0
2018-12-02,30.0
2018-12-03,30.0
2018-12-04,30.0
2018-12-05,30.0
2018-12-06,30.0
2018-12-07,30.0
2018-12-08,29.0
2018-12-09,29.0
2018-12-10,29.0
2018-12-11,29.0
2018-12-12,29.0
2018-12-13,29.0
2018-12-14,29.0
2018-12-15,30.0
2018-12-16,30.0
2018-12-17,30.0
2018-12-18,30.0
2018-12-19,30.0
2018-12-20,30.0
2018-12-21,30.0
2018-12-22,30.0
2018-12-23,30.0
2018-12-24,30.0
2018-12-25,30.0
2018-12-26,30.0
2018-12-27,30.0
2018-12-28,30.0
2018-12-29,30.0
2018-12-30,30.0
2018-12-31,30.0
2019-01-01,30.0
2019-01-02,30.0
2019-01-03,30.0
2019-01-04,30.0
2019-01-05,29.0
2019-01-06,29.0
2019-01-07,29.0
2019-01-08,29.0
2019-01-09,29.0
2019-01-10,29.0
2019-01-11,29.0
2019-01-12,29.0
2019-01-13,29.0
2019-01-14,29.0
2019-01-15,29.0
2019-01-16,29.0
2019-01-17,29.0
2019-01-18,29.0
2019-01-19,30.0
2019-01-20,30.0
2019-01-21,30.0
2019-01-22,30.0
2019-01-23,30.0
2019-01-24,30.0
2019-01-25,30.0
2019-01-26,30.0
2019-01-27,30.0
2019-01-28,30.0
2019-01-29,30.0
2019-01-30,30.0
2019-01-31,30.0
2019-02-01,30.0
2019-02-02,32.0
2019-02-03,32.0
2019-02-04,32.0
2019-02-05,32.0
2019-02-06,32.0
2019-02-07,32.0
2019-02-08,32.0
2019-02-09,32.0
2019-02-10,32.0
2019-02-11,32.0
2019-02-12,32.0
2019-02-13,32.0
2019-02-14,32.0
2019-02-15,32.0
2019-02-16,31.0
2019-02-17,31.0
2019-02-18,31.0
2019-02-19,31.0
2019-02-20,31.0
2019-02-21,31.0
2019-02-22,31.0
2019-02-23,31.0
2019-02-24,31.0
2019-02-25,31.0
2019-02-26,31.0
2019-02-27,31.0
2019-02-28,31.0
2019-03-01,31.0
2019-03-02,33.0
2019-03-03,33.0
2019-03-04,33.0
2019-03-05,33.0
2019-03-06,33.0
2019-03-07,33.0
2019-03-08,33.0
2019-03-09,33.0
2019-03-10,33.0
2019-03-11,33.0
2019-03-12,33.0
2019-03-13,33.0
2019-03-14,33.0
2019-03-15,33.0
2019-03-16,33.0
2019-03-17,33.0
2019-03-18,33.0
2019-03-19,33.0
2019-03-20,33.0
2019-03-21,33.0
2019-03-22,33.0
2019-03-23,32.0
2019-03-24,32.0
2019-03-25,32.0
2019-03-26,32.0
2019-03-27,32.0
2019-03-28,32.0
2019-03-29,32.0
2019-03-30,31.0
2019-03-31,31.0
2019-04-01,31.0
2019-04-02,31.0
2019-04-03,31.0
2019-04-04,31.0
2019-04-05,31.0
2019-04-06,31.0
2019-04-07,31.0
2019-04-08,31.0
2019-04-09,31.0
2019-04-10,31.0
2019-04-11,31.0
2019-04-12,31.0
2019-04-13,32.0
2019-04-14,32.0
2019-04-15,32.0
2019-04-16,32.0
2019-04-17,32.0
2019-04-18,32.0
2019-04-19,32.0
2019-04-20,32.0
2019-04-21,32.0
2019-04-22,32.0
2019-04-23,32.0
2019-04-24,32.0
2019-04-25,32.0
2019-04-26,32.0
2019-04-27,33.0
2019-04-28,33.0
2019-04-29,33.0
2019-04-30,33.0
2019-05-01,33.0
2019-05-02,33.0
2019-05-03,33.0
2019-05-04,35.0
2019-05-05,35.0
2019-05-06,35.0
2019-05-07,35.0
2019-05-08,35.0
2019-05-09,35.0
2019-05-10,35.0
2019-05-11,35.0
2019-05-12,35.0
2019-05-13,35.0
2019-05-14,35.0
2019-05-15,35.0
2019-05-16,35.0
2019-05-17,35.0
2019-05-18,33.0
2019-05-19,33.0
2019-05-20,33.0
2019-05-21,33.0
2019-05-22,33.0
2019-05-23,33.0
2019-05-24,33.0
2019-05-25,32.0
2019-05-26,32.0
2019-05-27,32.0
2019-05-28,32.0
2019-05-29,32.0
2019-05-30,32.0
2019-05-31,32.0
2019-06-01,33.0
2019-06-02,33.0
2019-06-03,33.0
2019-06-04,33.0
2019-06-05,33.0
2019-06-06,33.0
2019-06-07,33.0
2019-06-08,32.0
2019-06-09,32.0
2019-06-10,32.0
2019-06-11,32.0
2019-06-12,32.0
2019-06-13,32.0
2019-06-14,32.0
2019-06-15,32.0
2019-06-16,32.0
2019-06-17,32.0
2019-06-18,32.0
2019-06-19,32.0
2019-06-20,32.0
2019-06-21,32.0
2019-06-22,29.0
2019-06-23,29.0
2019-06-24,29.0
2019-06-25,29.0
2019-06-26,29.0
2019-06-27,29.0
2019-06-28,29.0
2019-06-29,29.0
2019-06-30,29.0
2019-07-01,29.0
2019-07-02,29.0
2019-07-03,29.0
2019-07-04,32.0
2019-07-05,32.0
2019-07-06,32.0
2019-07-07,32.0
2019-07-08,32.0
2019-07-09,32.0
2019-07-10,32.0
2019-07-11,32.0
2019-07-12,32.0
2019-07-13,32.0
2019-07-14,32.0
2019-07-15,32.0
2019-07-16,32.0
2019-07-17,32.0
2019-07-18,32.0
2019-07-19,32.0
2019-07-20,31.0
2019-07-21,31.0
2019-07-22,31.0
2019-07-23,31.0
2019-07-24,31.0
2019-07-25,31.0
2019-07-26,31.0
2019-07-27,30.0
2019-07-28,30.0
2019-07-29,30.0
2019-07-30,30.0
2019-07-31,30.0
2019-08-01,30.0
2019-08-02,30.0
2019-08-03,31.0
2019-08-04,31.0
2019-08-05,31.0
2019-08-06,31.0
2019-08-07,31.0
2019-08-08,31.0
2019-08-09,31.0
2019-08-10,29.0
2019-08-11,29.0
2019-08-12,29.0
2019-08-13,29.0
2019-08-14,29.0
2019-08-15,29.0
2019-08-16,29.0
2019-08-17,29.0
2019-08-18,29.0
2019-08-19,29.0
2019-08-20,29.0
2019-08-21,29.0
2019-08-22,29.0
2019-08-23,29.0
2019-08-24,29.0
2019-08-25,29.0
2019-08-26,29.0
2019-08-27,29.0
2019-08-28,29.0
2019-08-29,29.0
2019-08-30,29.0
2019-08-31,30.0
2019-09-01,30.0
2019-09-02,30.0
2019-09-03,30.0
2019-09-04,30.0
2019-09-05,30.0
2019-09-06,30.0
2019-09-07,30.0
2019-09-08,30.0
2019-09-09,30.0
2019-09-10,30.0
2019-09-11,30.0
2019-09-12,30.0
2019-09-13,30.0
2019-09-14,30.0
2019-09-15,30.0
2019-09-16,30.0
2019-09-17,30.0
2019-09-18,30.0
2019-09-19,30.0
2019-09-20,30.0
2019-09-21,28.0
2019-09-22,28.0
2019-09-23,28.0
2019-09-24,28.0
2019-09-25,28.0
2019-09-26,28.0
2019-09-27,28.0
2019-09-28,25.0
2019-09-29,25.0
2019-09-30,25.0
2019-10-01,25.0
2019-10-02,25.0
2019-10-03,25.0
2019-10-04,25.0
2019-10-05,25.0
2019-10-06,25.0
2019-10-07,25.0
2019-10-08,25.0
2019-10-09,25.0
2019-10-10,25.0
2019-10-11,25.0
2019-10-12,25.0
2019-10-13,25.0
2019-10-14,25.0
2019-10-15,25.0
2019-10-16,25.0
2019-10-17,25.0
2019-10-18,25.0
2019-10-19,24.0
2019-10-20,24.0
2019-10-21,24.0
2019-10-22,24.0
2019-10-23,24.0
2019-10-24,24.0
2019-10-25,24.0
2019-10-26,24.0
2019-10-27,24.0
2019-10-28,24.0
2019-10-29,24.0
2019-10-30,24.0
2019-10-31,24.0
2019-11-01,24.0
2019-11-02,24.0
2019-11-03,24.0
2019-11-04,24.0
2019-11-05,24.0
2019-11-06,24.0
2019-11-07,24.0
2019-11-08,24.0
2019-11-09,24.0
2019-11-10,24.0
2019-11-11,24.0
2019-11-12,24.0
2019-11-13,24.0
2019-11-14,24.0
2019-11-15,24.0
2019-11-16,26.0
2019-11-17,26.0
2019-11-18,26.0
2019-11-19,26.0
2019-11-20,26.0
2019-11-21,26.0
2019-11-22,26.0
2019-11-23,26.0
2019-11-24,26.0
2019-11-25,26.0
2019-11-26,26.0
2019-11-27,26.0
2019-11-28,26.0
2019-11-29,26.0
2019-11-30,26.0
2019-12-01,26.0
2019-12-02,26.0
2019-12-03,26.0
2019-12-04,26.0
2019-12-05,26.0
2019-12-06,26.0
2019-12-07,26.0
2019-12-08,26.0
2019-12-09,26.0
2019-12-10,26.0
2019-12-11,26.0
2019-12-12,26.0
2019-12-13,26.0
2019-12-14,29.0
2019-12-15,29.0
2019-12-16,29.0
2019-12-17,29.0
2019-12-18,29.0
2019-12-19,29.0
2019-12-20,29.0
2019-12-21,30.0
2019-12-22,30.0
2019-12-23,30.0
2019-12-24,30.0
2019-12-25,30.0
2019-12-26,30.0
2019-12-27,30.0
2019-12-28,30.0
2019-12-29,30.0
2019-12-30,30.0
2019-12-31,30.0
2020-01-01,30.0
2020-01-02,30.0
2020-01-03,30.0
2020-01-04,30.0
2020-01-05,30.0
2020-01-06,30.0
2020-01-07,30.0
2020-01-08,30.0
2020-01-09,30.0
2020-01-10,30.0
2020-01-11,32.0
2020-01-12,32.0
2020-01-13,32.0
2020-01-14,32.0
2020-01-15,32.0
2020-01-16,32.0
2020-01-17,32.0
2020-01-18,33.0
2020-01-19,33.0
2020-01-20,33.0
2020-01-21,33.0
2020-01-22,33.0
2020-01-23,33.0
2020-01-24,33.0
2020-01-25,33.0
2020-01-26,33.0
2020-01-27,33.0
2020-01-28,33.0
2020-01-29,33.0
2020-01-30,33.0
2020-01-31,33.0
2020-02-01,33.0
2020-02-02,33.0
2020-02-03,33.0
2020-02-04,33.0
2020-02-05,33.0
2020-02-06,33.0
2020-02-07,33.0
2020-02-08,33.0
2020-02-09,33.0
2020-02-10,33.0
2020-02-11,33.0
2020-02-12,33.0
2020-02-13,33.0
2020-02-14,33.0
2020-02-15,32.0
2020-02-16,32.0
2020-02-17,32.0
2020-02-18,32.0
2020-02-19,32.0
2020-02-20,32.0
2020-02-21,32.0
2020-02-22,33.0
2020-02-23,33.0
2020-02-24,33.0
2020-02-25,33.0
2020-02-26,33.0
2020-02-27,33.0
2020-02-28,33.0
2020-02-29,33.0
2020-03-01,33.0
2020-03-02,33.0
2020-03-03,33.0
2020-03-04,33.0
2020-03-05,33.0
2020-03-06,33.0
2020-03-07,32.0
2020-03-08,32.0
2020-03-09,32.0
2020-03-10,32.0
2020-03-11,32.0
2020-03-12,32.0
2020-03-13,32.0
2020-03-14,32.0
2020-03-15,32.0
2020-03-16,32.0
2020-03-17,32.0
2020-03-18,32.0
2020-03-19,32.0
2020-03-20,32.0
2020-03-21,33.0
2020-03-22,33.0
2020-03-23,33.0
2020-03-24,33.0
2020-03-25,33.0
2020-03-26,33.0
2020-03-27,33.0
2020-03-28,30.0
2020-03-29,30.0
2020-03-30,30.0
2020-03-31,30.0
2020-04-01,30.0
2020-04-02,30.0
2020-04-03,30.0
2020-04-04,28.0
2020-04-05,28.0
2020-04-06,28.0
2020-04-07,28.0
2020-04-08,28.0
2020-04-09,28.0
2020-04-10,24.0
2020-04-11,24.0
2020-04-12,24.0
2020-04-13,24.0
2020-04-14,24.0
2020-04-15,24.0
2020-04-16,24.0
2020-04-17,24.0
2020-04-18,19.0
2020-04-19,19.0
2020-04-20,19.0
2020-04-21,19.0
2020-04-22,19.0
2020-04-23,19.0
2020-04-24,19.0
2020-04-25,16.0
2020-04-26,16.0
2020-04-27,16.0
2020-04-28,16.0
2020-04-29,16.0
2020-04-30,16.0
2020-05-01,16.0
2020-05-02,15.0
2020-05-03,15.0
2020-05-04,15.0
2020-05-05,15.0
2020-05-06,15.0
2020-05-07,15.0
2020-05-08,15.0
2020-05-09,14.0
2020-05-10,14.0
2020-05-11,14.0
2020-05-12,14.0
2020-05-13,14.0
2020-05-14,14.0
2020-05-15,14.0
2020-05-16,14.0
2020-05-17,14.0
2020-05-18,14.0
2020-05-19,14.0
2020-05-20,14.0
2020-05-21,14.0
2020-05-22,14.0
2020-05-23,14.0
2020-05-24,14.0
2020-05-25,14.0
2020-05-26,14.0
2020-05-27,14.0
2020-05-28,14.0
2020-05-29,14.0
2020-05-30,9.0
2020-05-31,9.0
2020-06-01,9.0
2020-06-02,9.0
2020-06-03,9.0
2020-06-04,9.0
2020-06-05,9.0
2020-06-06,10.0
2020-06-07,10.0
2020-06-08,10.0
2020-06-09,10.0
2020-06-10,10.0
2020-06-11,10.0
2020-06-12,10.0
2020-06-13,9.0
2020-06-14,9.0
2020-06-15,9.0
2020-06-16,9.0
2020-06-17,9.0
2020-06-18,9.0
2020-06-19,9.0
2020-06-20,9.0
2020-06-21,9.0
2020-06-22,9.0
2020-06-23,9.0
2020-06-24,9.0
2020-06-25,9.0
2020-06-26,9.0
2020-06-27,9.0
2020-06-28,9.0
2020-06-29,9.0
2020-06-30,9.0
2020-07-01,9.0
2020-07-02,9.0
2020-07-03,7.0
2020-07-04,7.0
2020-07-05,7.0
2020-07-06,7.0
2020-07-07,7.0
2020-07-08,7.0
2020-07-09,7.0
2020-07-10,7.0
2020-07-11,7.0
2020-07-12,7.0
2020-07-13,7.0
2020-07-14,7.0
2020-07-15,7.0
2020-07-16,7.0
2020-07-17,7.0
2020-07-18,8.0
2020-07-19,8.0
2020-07-20,8.0
2020-07-21,8.0
2020-07-22,8.0
2020-07-23,8.0
2020-07-24,8.0
2020-07-25,8.0
2020-07-26,8.0
2020-07-27,8.0
2020-07-28,8.0
2020-07-29,8.0
2020-07-30,8.0
2020-07-31,8.0
2020-08-01,8.0
2020-08-02,8.0
2020-08-03,8.0
2020-08-04,8.0
2020-08-05,8.0
2020-08-06,8.0
2020-08-07,8.0
2020-08-08,8.0
2020-08-09,8.0
2020-08-10,8.0
2020-08-11,8.0
2020-08-12,8.0
2020-08-13,8.0
2020-08-14,8.0
2020-08-15,8.0
2020-08-16,8.0
2020-08-17,8.0
2020-08-18,8.0
2020-08-19,8.0
2020-08-20,8.0
2020-08-21,8.0
2020-08-22,8.0
2020-08-23,8.0
2020-08-24,8.0
2020-08-25,8.0
2020-08-26,8.0
2020-08-27,8.0
2020-08-28,8.0
2020-08-29,8.0
2020-08-30,8.0
2020-08-31,8.0
2020-09-01,8.0
2020-09-02,8.0
2020-09-03,8.0
2020-09-04,8.0
2020-09-05,8.0
2020-09-06,8.0
2020-09-07,8.0
2020-09-08,8.0
2020-09-09,8.0
2020-09-10,8.0
2020-09-11,8.0
2020-09-12,8.0
2020-09-13,8.0
2020-09-14,8.0
2020-09-15,8.0
2020-09-16,8.0
2020-09-17,8.0
2020-09-18,8.0
2020-09-19,8.0
2020-09-20,8.0
2020-09-21,8.0
2020-09-22,8.0
2020-09-23,8.0
2020-09-24,8.0
2020-09-25,8.0
2020-09-26,8.0
2020-09-27,8.0
2020-09-28,8.0
2020-09-29,8.0
2020-09-30,8.0
2020-10-01,8.0
2020-10-02,8.0
2020-10-03,9.0
2020-10-04,9.0
2020-10-05,9.0
2020-10-06,9.0
2020-10-07,9.0
2020-10-08,9.0
2020-10-09,9.0
2020-10-10,11.0
2020-10-11,11.0
2020-10-12,11.0
2020-10-13,11.0
2020-10-14,11.0
2020-10-15,11.0
2020-10-16,11.0
2020-10-17,11.0
2020-10-18,11.0
2020-10-19,11.0
2020-10-20,11.0
2020-10-21,11.0
2020-10-22,11.0
2020-10-23,11.0
2020-10-24,11.0
2020-10-25,11.0
2020-10-26,11.0
2020-10-27,11.0
2020-10-28,11.0
2020-10-29,11.0
2020-10-30,11.0
2020-10-31,12.0
2020-11-01,12.0
2020-11-02,12.0
2020-11-03,12.0
2020-11-04,12.0
2020-11-05,12.0
2020-11-06,12.0
2020-11-07,13.0
2020-11-08,13.0
2020-11-09,13.0
2020-11-10,13.0
2020-11-11,13.0
2020-11-12,13.0
2020-11-13,13.0
2020-11-14,12.0
2020-11-15,12.0
2020-11-16,12.0
2020-11-17,12.0
2020-11-18,12.0
2020-11-19,12.0
2020-11-20,12.0
2020-11-21,11.0
2020-11-22,11.0
2020-11-23,11.0
2020-11-24,11.0
2020-11-25,11.0
2020-11-26,11.0
2020-11-27,11.0
2020-11-28,11.0
2020-11-29,11.0
2020-11-30,11.0
2020-12-01,11.0
2020-12-02,11.0
2020-12-03,11.0
2020-12-04,11.0
2020-12-05,11.0
2020-12-06,11.0
2020-12-07,11.0
2020-12-08,11.0
2020-12-09,11.0
2020-12-10,11.0
2020-12-11,11.0
2020-12-12,11.0
2020-12-13,11.0
2020-12-14,11.0
2020-12-15,11.0
2020-12-16,11.0
2020-12-17,11.0
2020-12-18,11.0
2020-12-19,11.0
2020-12-20,11.0
2020-12-21,11.0
2020-12-22,11.0
2020-12-23,11.0
2020-12-24,11.0
2020-12-25,11.0
2020-12-26,11.0
2020-12-27,11.0
2020-12-28,11.0
2020-12-29,11.0
2020-12-30,11.0
2020-12-31,11.0
2021-01-01,11.0
2021-01-02,11.0
2021-01-03,11.0
2021-01-04,11.0
2021-01-05,11.0
2021-01-06,11.0
2021-01-07,11.0
2021-01-08,11.0
2021-01-09,11.0
2021-01-10,11.0
2021-01-11,11.0
2021-01-12,11.0
2021-01-13,11.0
2021-01-14,11.0
2021-01-15,11.0
2021-01-16,11.0
2021-01-17,11.0
2021-01-18,11.0
2021-01-19,11.0
2021-01-20,11.0
2021-01-21,11.0
2021-01-22,11.0
2021-01-23,12.0
2021-01-24,12.0
2021-01-25,12.0
2021-01-26,12.0
2021-01-27,12.0
2021-01-28,12.0
2021-01-29,12.0
2021-01-30,12.0
2021-01-31,12.0
